"","PassengerId","HomePlanet","CryoSleep","Cabin","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported"
"560","0585_03","Mars","False","D/22/P","TRAPPIST-1e",23,"False",2648,0,1092,0,0,"Flams Fone","False"
"4785","5108_01","Earth","True","G/825/P","PSO J318.5-22",17,"False",NA,0,0,0,0,"Louisy Hughriend","True"
"5729","6068_01","Earth","False","F/1154/S","TRAPPIST-1e",23,"False",0,723,1,0,0,"Lloyde Kimons","True"
"5025","5367_02","","False","C/209/S","TRAPPIST-1e",34,"False",0,3195,0,102,1469,"Dnocese Fruidy","True"
"4419","4693_01","Europa","False","B/186/S","TRAPPIST-1e",29,"True",0,920,0,2052,3687,"Atrino Rewmid","False"
"3438","3706_01","Mars","False","F/770/P","TRAPPIST-1e",16,"False",424,0,246,370,0,"Nilly Kidie","False"
"1484","1573_01","Mars","False","D/56/S","TRAPPIST-1e",55,"False",938,0,82,0,162,"Lychex Butte","False"
"1287","1365_02","Europa","True","B/58/S","TRAPPIST-1e",20,"False",0,0,0,0,0,"Anchird Exnutch","True"
"6044","6394_04","Earth","False","G/1037/S","55 Cancri e",23,"False",0,0,478,4560,0,"Samany Alberts","False"
"2876","3110_01","Earth","False","G/509/P","TRAPPIST-1e",24,"False",520,0,0,195,0,"Dandra Joyneidez","True"
"515","0551_01","Earth","False","G/80/S","TRAPPIST-1e",42,"False",126,0,266,445,12,"Stene Bradlerson","False"
"3711","3988_01","Mars","False","D/134/P","TRAPPIST-1e",26,"False",1632,0,80,7,0,"Beal Soun","False"
"6884","7290_01","Europa","True","D/227/P","55 Cancri e",32,"False",0,0,0,0,0,"Cheleon Bruthydre","True"
"355","0388_01","Earth","True","G/57/S","TRAPPIST-1e",14,"False",0,0,0,0,0,"Fanna Sullones","False"
"292","0321_01","","False","F/61/S","TRAPPIST-1e",59,"True",1018,0,209,0,0,"Quites Bache","False"
"6811","7191_01","Earth","False","F/1490/P","TRAPPIST-1e",14,"False",0,0,766,0,0,"Wenny Bushafford","False"
"1450","1529_02","Europa","False","A/16/S","TRAPPIST-1e",30,"False",0,0,0,0,0,"Krab Slable","True"
"3923","4184_01","Earth","False","F/860/P","55 Cancri e",19,"False",558,0,353,0,8,"Thel Wilsoney","False"
"4366","4646_01","Earth","False","F/873/S","PSO J318.5-22",22,"False",141,16,0,177,336,"Pennie Mcgoway","True"
"4932","5255_01","Mars","True","F/1010/S","TRAPPIST-1e",20,"False",0,0,0,0,0,"Clow Peate","True"
"5906","6263_01","Europa","True","B/213/P","55 Cancri e",17,"False",0,0,0,0,0,"Sadaton Craleve","True"
"1522","1615_01","Earth","False","F/322/P","TRAPPIST-1e",24,"False",0,0,6,685,0,"Kencey Lopelases","False"
"7643","8157_03","Earth","False","G/1313/S","TRAPPIST-1e",45,"False",0,0,2778,1910,0,"Leneva Morelly","False"
"1243","1316_01","Europa","True","E/95/S","TRAPPIST-1e",28,"False",0,0,0,0,0,"Sadrus Quelfly","True"
"7692","8207_01","Mars","True","F/1695/P","TRAPPIST-1e",40,"False",0,0,0,0,0,"Hers Buche","True"
"5429","5800_01","Earth","False","F/1203/P","",40,"False",661,0,830,0,6,"Belly Llobsoney","False"
"3268","3506_01","Europa","True","B/113/P","55 Cancri e",48,"False",0,0,0,0,0,"Minoces Hometerval","True"
"952","1012_01","Earth","True","G/149/P","TRAPPIST-1e",19,"False",0,0,0,0,0,"Valey Hubbarton","True"
"601","0629_01","Earth","False","G/96/P","TRAPPIST-1e",38,"False",0,0,0,1018,0,"Rickie Portananney","False"
"233","0248_01","Europa","False","C/10/S","TRAPPIST-1e",33,"False",0,1,0,8620,1063,"Genifi Spanxibus","False"
"7437","7950_03","Earth","False","E/516/P","55 Cancri e",22,"False",10,0,624,0,85,"Done Ingston","True"
"4200","4475_02","Europa","True","A/55/S","55 Cancri e",27,"False",0,0,0,0,0,"Nesham Fairdised","True"
"6326","6684_02","Europa","False","C/210/P","TRAPPIST-1e",30,"",0,NA,335,143,764,"Ziba Exhaft","True"
"5951","6309_04","Earth","False","G/1023/S","TRAPPIST-1e",1,"False",0,0,0,0,0,"Helly Rodricker","True"
"2567","2752_03","Earth","False","E/165/P","TRAPPIST-1e",58,"False",0,82,0,758,0,"Thel Ballocks","True"
"6235","6593_02","Earth","False","F/1370/P","TRAPPIST-1e",26,"False",0,666,0,0,58,"Scotty Matts","False"
"5669","6020_07","Earth","True","G/974/P","TRAPPIST-1e",0,"False",0,0,0,0,NA,"Tera Hanner","False"
"2251","2410_01","Earth","True","G/391/P","TRAPPIST-1e",43,"False",0,0,NA,0,0,"Dia Beckeetter","True"
"2696","2890_01","Europa","False","B/89/P","TRAPPIST-1e",44,"False",0,351,0,3,3447,"Jabbab Cattyried","False"
"572","0597_02","Earth","True","G/91/P","TRAPPIST-1e",21,"False",0,0,0,0,0,"Bertle Roachoanand","False"
"7977","8530_01","Mars","False","F/1640/S","TRAPPIST-1e",NA,"False",2502,0,44,23,29,"Sher Shpie","False"
"8307","8865_01","Earth","False","F/1826/P","TRAPPIST-1e",24,"False",121,10,341,307,47,"Bettie Sancockett","False"
"1593","1688_02","Earth","True","","TRAPPIST-1e",7,"False",NA,0,0,0,0,"Claura Webstenson","False"
"5741","6087_01","Earth","False","F/1160/S","TRAPPIST-1e",19,"False",605,0,24,1,86,"Nadie Rodger","False"
"283","0313_02","Earth","True","G/50/P","55 Cancri e",NA,"False",0,0,NA,0,0,"Jona Mckinsond","True"
"2180","2332_01","Earth","False","F/453/S","TRAPPIST-1e",21,"False",556,0,20,1589,0,"Cellex Mccarry","False"
"2671","2861_01","Earth","False","F/547/S","TRAPPIST-1e",17,"False",5,756,0,0,0,"Evaley Marson","True"
"8005","8566_01","Earth","False","G/1392/P","TRAPPIST-1e",22,"False",3,214,0,0,591,"Ferry Valexandez","False"
"2460","2640_01","Earth","False","F/510/S","TRAPPIST-1e",19,"False",0,0,0,0,1051,"Helean Wagnerray","False"
"7699","8214_01","Europa","True","D/242/S","TRAPPIST-1e",30,"False",0,0,0,0,0,"Atinon Exnutchor","True"
"6372","6739_01","Earth","False","G/1097/S","TRAPPIST-1e",44,"False",0,714,174,0,0,"Ninaha Stantiagord","True"
"1336","1414_01","Earth","False","F/280/P","TRAPPIST-1e",65,"False",259,0,0,0,1916,"Andace Kinson","False"
"1276","1352_01","Mars","False","F/272/P","TRAPPIST-1e",31,"False",43,782,1,660,0,"Sps Gerry","False"
"203","0220_07","Earth","True","G/37/P","TRAPPIST-1e",15,"False",0,0,0,0,0,"Guye Wilsoney","True"
"8123","8673_01","Europa","True","C/285/P","",27,"False",0,0,0,0,0,"Taurak Pentical","True"
"1118","1185_01","Mars","False","E/71/P","TRAPPIST-1e",30,"False",NA,0,0,679,0,"Alls Nutty","False"
"5850","6191_03","Europa","True","A/59/P","TRAPPIST-1e",45,"False",0,0,0,0,0,"Taurah Ametic","True"
"5509","5877_01","Earth","False","F/1121/S","TRAPPIST-1e",17,"False",0,0,1552,0,NA,"Tyle Carsoning","False"
"2689","2880_01","Earth","True","G/468/P","PSO J318.5-22",32,"False",0,0,0,0,0,"Lynnee Wooterston","False"
"8395","8973_01","Earth","True","G/1446/S","TRAPPIST-1e",13,"False",0,0,0,0,0,"Daisya Flynner","True"
"5286","5643_02","Mars","False","F/1077/S","55 Cancri e",18,"False",2803,0,17,0,0,"","False"
"909","0982_02","Earth","False","G/145/P","TRAPPIST-1e",51,"False",NA,NA,4,0,0,"Joyton Hewson","False"
"7810","8336_01","Mars","True","E/547/S","TRAPPIST-1e",30,"False",0,0,0,0,0,"Minnys Sutte","True"
"6865","7259_01","Earth","False","F/1503/P","PSO J318.5-22",22,"False",28,194,2,0,370,"Sterry Meadoney","True"
"3617","3888_01","Earth","False","G/633/S","",0,"False",0,0,0,0,0,"","True"
"3185","3433_01","Europa","False","C/114/P","55 Cancri e",74,"False",0,1026,0,6616,119,"Alik Spirfuent","False"
"4316","4596_01","","True","G/751/S","TRAPPIST-1e",28,"False",0,0,0,0,0,"Ale Booneid","True"
"8428","9001_01","Earth","False","F/1743/S","55 Cancri e",15,"False",0,20,816,39,1,"Kaye Chardsonnon","False"
"6085","6431_02","Earth","True","G/1038/P","PSO J318.5-22",20,"False",0,0,0,0,0,"Timyra Kramosley","True"
"552","0580_01","Earth","True","G/87/P","TRAPPIST-1e",49,"False",0,0,0,0,0,"Guye Wagnerray","True"
"2339","2518_02","Europa","True","C/87/P","55 Cancri e",28,"False",0,0,0,0,0,"Alsafik Fouseding","True"
"1668","1767_03","Europa","False","C/65/S","TRAPPIST-1e",32,"False",2973,3368,124,57,42,"Coxatik Gleroling","True"
"4726","5040_02","Europa","False","C/195/S","55 Cancri e",39,"False",10,199,0,6216,101,"Alsha Dynigic","False"
"2829","3053_01","Europa","False","","55 Cancri e",52,"False",0,2,0,10976,810,"Ainor Fuelisent","False"
"2994","3237_02","Mars","False","F/677/P","TRAPPIST-1e",7,"False",0,0,0,0,0,"Chrets Lapie","True"
"4951","5277_01","Earth","False","F/1079/P","TRAPPIST-1e",18,"False",0,0,0,87,1232,"Besse Morandry","True"
"1001","1063_02","Europa","True","B/38/P","TRAPPIST-1e",15,"False",0,NA,0,0,0,"Aldebah Ingwhed","True"
"5430","5802_01","Mars","False","D/175/S","TRAPPIST-1e",44,"False",815,219,22,0,0,"Terry Killé","True"
"3665","3937_01","Earth","False","F/742/S","TRAPPIST-1e",24,"False",45,588,5,7,0,"Vanie Rossey","True"
"7523","8043_03","Europa","False","A/97/S","TRAPPIST-1e",39,"True",1,392,64,148,1367,"Alcorix Fanseld","True"
"4658","4964_01","Mars","False","D/154/S","TRAPPIST-1e",64,"False",2147,0,191,59,0,"Hone Barne","False"
"6409","6766_02","Earth","True","G/1098/P","TRAPPIST-1e",0,"",0,0,0,0,0,"Carita Warrishales","True"
"5601","5960_02","Europa","False","C/222/S","TRAPPIST-1e",29,"False",3215,1211,4,7,417,"Aliakan Dister","True"
"258","0285_01","Europa","True","E/16/P","TRAPPIST-1e",14,"False",0,0,0,0,0,"Krabik Invebodene","True"
"8384","8961_04","","False","F/1839/P","TRAPPIST-1e",21,"False",0,6,0,593,0,"Dandy Blancoy","False"
"6559","6921_02","Europa","True","C/255/S","55 Cancri e",24,"False",0,0,0,NA,0,"Eleron Fordulgaug","True"
"3833","4101_01","Mars","False","F/773/S","TRAPPIST-1e",38,"False",1100,43,163,3,0,"Tyog Rapie","False"
"2452","2628_02","Europa","False","A/21/P","55 Cancri e",51,"False",0,6,0,2085,67,"Sadlam Amoutake","False"
"1934","2067_02","Europa","False","C/70/P","TRAPPIST-1e",27,"True",0,0,72,668,2713,"Asellan Sprender","False"
"694","0719_01","Mars","False","E/44/P","TRAPPIST-1e",19,"False",0,0,0,0,0,"Naros Reate","False"
"1768","1879_01","Europa","False","D/58/P","TRAPPIST-1e",36,"False",0,583,1789,19,1009,"Alhair Inderly","False"
"3391","3645_04","Mars","True","D/124/P","TRAPPIST-1e",43,"False",0,0,0,0,0,"Tifet Pepie","True"
"85","0091_02","Earth","False","F/20/S","TRAPPIST-1e",27,"False",1,697,31,188,0,"Tinez Yorkland","False"
"254","0281_01","Earth","False","F/63/P","TRAPPIST-1e",19,"False",0,0,2078,0,0,"Derine Pierry","True"
"3728","4001_01","Earth","False","F/758/S","TRAPPIST-1e",58,"False",0,0,970,0,0,"Terina Lowelliott","True"
"3568","3839_01","Mars","False","E/228/P","TRAPPIST-1e",23,"False",418,4,627,0,0,"Puffes Kine","False"
"6396","6756_02","Earth","False","G/1095/P","PSO J318.5-22",46,"False",0,0,743,4,6,"Monah Pittson","True"
"217","0229_01","Earth","False","F/43/S","TRAPPIST-1e",24,"False",4,7,0,713,79,"Done Sellahaney","False"
"7904","8444_01","Earth","False","F/1733/P","TRAPPIST-1e",48,"False",0,1570,1,0,2,"Robyna Monsoney","False"
"6103","6444_02","Earth","True","G/1041/P","TRAPPIST-1e",0,"False",0,0,0,0,0,"Elicey Domington","True"
"4840","5162_02","Mars","False","F/988/S","55 Cancri e",39,"False",98,0,125,0,1082,"Dow Barne","False"
"6028","6372_03","Europa","False","B/216/P","55 Cancri e",45,"False",0,3200,0,415,161,"Sula Reelest","True"
"1323","1401_01","Earth","","G/218/P","TRAPPIST-1e",18,"False",0,0,599,59,152,"Guyne Burtiz","False"
"3478","3742_01","Earth","True","G/607/P","55 Cancri e",2,"False",0,0,NA,0,0,"Luzel Hickett","False"
"1071","1146_01","Earth","False","F/232/P","55 Cancri e",26,"",620,0,187,0,1304,"Dianie Roses","False"
"7483","8005_03","Earth","False","F/1528/S","TRAPPIST-1e",35,"False",676,0,0,0,40,"Katen Olivasquez","False"
"6443","6801_01","Europa","False","B/259/S","TRAPPIST-1e",50,"True",0,7293,136,97,440,"Syrmino Imprank","True"
"6902","7310_01","Mars","","D/229/P","TRAPPIST-1e",28,"False",1059,0,6,117,0,"Toale Bette","False"
"7205","7697_01","Europa","","B/295/S","TRAPPIST-1e",41,"False",0,0,0,0,0,"Naosura Fusimodent","True"
"6571","6929_03","Earth","False","E/441/P","TRAPPIST-1e",15,"False",9,776,4,0,2,"Tricki Llovers","True"
"5300","5655_01","Earth","False","F/1172/P","PSO J318.5-22",42,"False",1188,39,3,3,0,"Laude Browlerson","False"
"6900","7307_01","Earth","False","F/1405/S","TRAPPIST-1e",39,"False",19,102,0,678,0,"Velyne Hubbarton","False"
"880","0941_01","Earth","False","F/195/P","TRAPPIST-1e",13,"False",0,7,0,1175,0,"Carita Steeletters","False"
"5955","6315_01","Europa","False","C/234/S","TRAPPIST-1e",28,"False",0,NA,0,6,9837,"Chelik Susent","False"
"4505","4787_01","Earth","False","G/780/S","TRAPPIST-1e",19,"False",2,0,NA,9,754,"Milyla Lancock","False"
"1073","1148_01","Europa","True","C/42/P","55 Cancri e",22,"False",0,NA,0,0,0,"Bosonon Clugete","True"
"8312","8871_01","Earth","False","G/1432/S","TRAPPIST-1e",33,"False",0,116,412,379,0,"Nelly Benney","True"
"7137","7608_01","Mars","True","F/1454/S","TRAPPIST-1e",26,"False",0,0,0,0,0,"Bun Ica","True"
"7739","8260_01","Earth","False","F/1582/S","55 Cancri e",19,"",84,4,4,629,0,"Allena Daviddley","False"
"1087","1153_01","Earth","True","G/174/P","TRAPPIST-1e",18,"False",0,0,0,0,0,"Alfrey Corman","True"
"1423","1500_07","Earth","True","G/230/S","TRAPPIST-1e",46,"False",0,0,0,0,0,"Everly Barbes","True"
"3680","3954_01","Earth","True","G/647/S","TRAPPIST-1e",45,"False",0,0,0,0,0,"Arlen Blacks","False"
"2374","2552_03","Earth","False","G/408/S","55 Cancri e",4,"False",0,0,0,0,0,"Teryla Vincenton","True"
"632","0658_01","Earth","False","F/118/S","PSO J318.5-22",21,"False",0,576,1,20,NA,"Ernice Jarvey","False"
"2505","2691_01","Earth","False","F/558/P","TRAPPIST-1e",31,"False",0,243,1,559,0,"Gracey Coxterez","False"
"2954","3201_01","Earth","False","F/670/P","TRAPPIST-1e",21,"False",330,11,0,0,398,"Lynez Mcfaddoxter","False"
"1418","1500_02","Earth","False","G/230/S","TRAPPIST-1e",3,"False",0,0,0,0,0,"Gerly Cooperkins","False"
"3223","3470_01","Earth","True","G/563/S","TRAPPIST-1e",NA,"False",0,0,0,0,0,"Gory Byerry","False"
"6406","6764_02","Mars","False","F/1294/S","TRAPPIST-1e",31,"False",76,0,2398,102,23,"Supix Rake","True"
"288","0316_01","Europa","False","B/9/S","TRAPPIST-1e",24,"False",0,2628,NA,170,0,"Hallah Sorbitter","True"
"5059","5410_01","Mars","False","D/163/S","TRAPPIST-1e",33,"False",748,130,1047,458,0,"Sweal Frasp","False"
"5691","6032_03","Earth","True","G/982/S","55 Cancri e",0,"False",0,0,0,0,0,"Celina Hurchez","True"
"4657","4963_01","Earth","True","G/811/S","TRAPPIST-1e",61,"False",0,0,0,0,0,"Carold Woodwardy","True"
"3573","3848_01","Earth","False","F/795/P","TRAPPIST-1e",24,"False",4,314,0,0,428,"Warry Jacostaney","False"
"3272","3515_01","Mars","True","F/725/P","TRAPPIST-1e",37,"False",0,0,0,0,0,"Repart Purte","False"
"7096","7563_01","Mars","True","F/1570/P","55 Cancri e",39,"False",0,0,0,0,0,"","True"
"6514","6873_01","Europa","False","A/72/P","55 Cancri e",62,"False",362,1049,46,104,829,"Mesarix Hervel","True"
"8383","8961_03","Earth","False","G/1455/P","TRAPPIST-1e",4,"False",0,0,0,0,0,"Chery Wilderssen","False"
"2414","2591_02","Earth","False","G/413/S","TRAPPIST-1e",23,"False",0,121,0,568,128,"Breney Coolerson","False"
"8565","9145_01","Earth","True","G/1489/P","TRAPPIST-1e",34,"False",0,0,0,0,0,"Raulia Curton","False"
"5489","5856_01","Europa","True","B/199/P","55 Cancri e",NA,"False",0,0,0,0,0,"Graviph Wincer","True"
"817","0868_01","Earth","True","G/130/S","TRAPPIST-1e",37,"False",0,0,0,0,0,"Ianya Peckers","True"
"770","0809_02","Mars","False","F/151/S","TRAPPIST-1e",NA,"False",1227,42,1,0,0,"Crin Meake","False"
"5163","5514_01","Earth","True","G/889/S","TRAPPIST-1e",18,"False",0,0,0,0,0,"Bretty Monroellynn","True"
"2917","3162_01","Earth","False","G/500/S","TRAPPIST-1e",0,"False",0,0,0,0,0,"Diandi Kellyons","True"
"3373","3626_01","Earth","True","G/586/S","TRAPPIST-1e",36,"False",0,0,0,0,0,"Wine Patthews","True"
"4533","4819_01","Mars","True","F/980/P","TRAPPIST-1e",20,"False",0,0,0,0,0,"Poot Cooki","True"
"2301","2475_01","Europa","False","C/85/P","TRAPPIST-1e",NA,"False",0,27,0,3573,3643,"Golaron Folhal","False"
"5992","6341_01","Mars","False","D/191/S","55 Cancri e",39,"False",1884,0,1435,5,469,"Colf Cre","False"
"7136","7606_01","Mars","True","F/1453/S","TRAPPIST-1e",54,"False",0,0,0,0,0,"Turbix Bau","True"
"5340","5707_01","Earth","False","F/1091/S","TRAPPIST-1e",15,"False",0,0,973,29,0,"Emmax Alvasquez","True"
"311","0345_01","Mars","True","E/21/S","TRAPPIST-1e",30,"False",0,0,0,0,0,"Berios Racke","False"
"5499","5863_02","Earth","False","F/1210/P","TRAPPIST-1e",17,"False",0,566,18,318,0,"Allene Loverthyo","False"
"7319","7832_01","Mars","False","D/228/S","TRAPPIST-1e",19,"False",1823,36,81,0,0,"Sumpid Bart","False"
"4286","4565_01","Earth","False","G/746/P","TRAPPIST-1e",24,"False",191,497,0,0,16,"Paulie Patteraley","False"
"7284","7787_02","Europa","True","","TRAPPIST-1e",18,"False",0,0,0,0,0,"Sular Cousel","True"
"7655","8168_02","Earth","False","F/1561/S","TRAPPIST-1e",32,"False",293,889,1,1,200,"Lison Boyers","False"
"8673","9254_01","Earth","True","G/1502/P","PSO J318.5-22",61,"False",0,0,0,0,0,"Kenny Mallerez","False"
"6408","6766_01","Earth","False","G/1098/P","PSO J318.5-22",16,"False",399,0,3,0,137,"Viviay Nieldson","False"
"4800","5125_01","Earth","False","F/982/S","55 Cancri e",29,"False",0,0,22,738,0,"Timmie Rocknight","False"
"6257","6622_02","Earth","True","G/1070/P","TRAPPIST-1e",15,"False",0,0,0,0,NA,"Gwendy Lynnerett","True"
"1238","1310_01","Europa","False","C/52/S","TRAPPIST-1e",57,"False",0,987,1,4948,53,"Kitauon Coillery","False"
"5699","6036_01","Europa","False","C/225/S","TRAPPIST-1e",44,"False",0,1289,1224,514,1674,"Achah Stpingepid","True"
"7435","7950_01","","False","G/1287/P","TRAPPIST-1e",55,"False",0,1620,159,NA,0,"Idace Ingston","False"
"1641","1738_01","Earth","False","E/129/S","TRAPPIST-1e",18,"False",0,0,19,467,NA,"Rosey Sawyerson","False"
"4178","4459_01","Earth","True","G/733/P","PSO J318.5-22",16,"False",0,0,0,0,NA,"Arlen Jacostarks","True"
"5057","5408_01","Mars","False","D/174/P","TRAPPIST-1e",32,"False",1781,0,654,580,0,"Moss Gene","False"
"5454","5814_06","Mars","False","D/176/S","TRAPPIST-1e",15,"False",2309,0,1142,1,10,"Feles Bine","False"
"7720","8235_01","Earth","False","F/1576/S","TRAPPIST-1e",15,"False",0,21,22,1149,249,"Joyton Coxterez","False"
"3937","4204_02","Earth","False","G/691/P","TRAPPIST-1e",7,"False",0,0,0,0,0,"Rald Avisnydes","False"
"6143","6481_01","Earth","False","G/1052/S","TRAPPIST-1e",22,"False",89,0,795,0,3,"Jayne Bulliamoses","True"
"4769","5090_01","Earth","","G/821/P","TRAPPIST-1e",0,"False",0,0,0,0,0,"","False"
"1217","1294_01","Europa","True","A/14/S","TRAPPIST-1e",28,"False",0,0,0,0,0,"Aldhib Gulcepusy","True"
"955","1015_01","Earth","False","F/189/S","TRAPPIST-1e",44,"",0,131,267,554,0,"Wilmay Antoshipson","False"
"1313","1391_01","Mars","True","F/276/P","TRAPPIST-1e",13,"False",0,0,0,0,0,"Berios Apie","True"
"1805","1923_01","Europa","False","C/65/P","TRAPPIST-1e",63,"False",0,4286,18,4,872,"Wasaleh Dister","True"
"7403","7908_01","Europa","True","B/310/S","55 Cancri e",25,"False",0,0,0,0,0,"Alzirk Aneetle","True"
"1773","1884_01","Mars","True","E/140/S","TRAPPIST-1e",48,"False",0,0,0,0,0,"Whers Meake","False"
"1259","1331_01","Earth","True","G/200/S","PSO J318.5-22",24,"False",0,0,0,0,0,"Cathya Alshipson","True"
"2296","2470_01","Earth","False","G/398/S","TRAPPIST-1e",23,"False",139,0,0,567,0,"Mollen Bookst","False"
"4169","4450_01","Europa","True","C/140/P","55 Cancri e",26,"False",0,0,0,0,0,"Zaurah Clugete","True"
"4048","4324_03","Mars","False","F/810/S","TRAPPIST-1e",25,"False",412,0,567,775,0,"Oareel Krake","False"
"296","0327_01","Earth","False","","TRAPPIST-1e",19,"False",17,0,784,0,2,"Jasony Ocherman","True"
"2207","2361_02","Earth","False","F/481/P","",29,"False",0,0,792,0,0,"Megany Belley","True"
"2084","2234_01","Mars","True","F/448/P","55 Cancri e",20,"False",0,0,0,0,0,"Newtch Gen","True"
"891","0956_01","Earth","False","E/70/S","TRAPPIST-1e",28,"False",0,631,0,5,0,"Jimen Bartez","True"
"8115","8668_02","Mars","False","D/269/P","TRAPPIST-1e",41,"False",806,16,125,1008,0,"Mulk Rapie","False"
"3508","3769_01","Mars","False","E/251/S","TRAPPIST-1e",47,"False",1037,0,258,4,0,"Guar Stead","False"
"32","0028_01","Mars","False","F/8/P","TRAPPIST-1e",43,"False",1125,0,136,48,0,"Ceros Mare","False"
"202","0220_06","Earth","False","G/37/P","55 Cancri e",1,"False",0,0,0,0,0,"Weney Wilsoney","False"
"2382","2558_04","Mars","True","F/525/P","TRAPPIST-1e",0,"False",0,0,0,0,0,"Barave Katte","True"
"1916","2055_01","Earth","False","G/330/P","TRAPPIST-1e",NA,"False",0,0,0,0,0,"Belly Woodwinez","False"
"620","0644_01","Europa","True","E/38/P","TRAPPIST-1e",33,"False",0,0,0,0,0,"Hadlam Prucerod","True"
"4876","5201_01","Earth","","F/1060/P","TRAPPIST-1e",21,"False",1961,96,0,54,40,"Melara Daughtson","False"
"680","0709_03","Europa","True","","55 Cancri e",23,"False",0,0,NA,0,0,"Props Missefle","True"
"3863","4141_01","Earth","False","G/679/P","TRAPPIST-1e",11,"False",0,0,0,0,0,"Rhonya Philliames","False"
"7204","7696_02","Mars","False","F/1601/P","TRAPPIST-1e",37,"False",1000,0,80,40,0,"Ars Ches","False"
"1107","1170_01","Earth","False","E/83/S","TRAPPIST-1e",23,"False",0,0,279,0,512,"Samie Mcneiley","False"
"1719","1829_01","Europa","False","D/56/P","55 Cancri e",48,"False",0,3578,80,123,NA,"","True"
"3577","3850_03","Europa","False","C/137/S","TRAPPIST-1e",25,"False",0,6130,0,36,1,"Achib Unteckery","True"
"1570","1661_04","Europa","False","A/20/S","TRAPPIST-1e",37,"False",0,2390,0,1306,NA,"Branev Fringh","False"
